,rank,title,studio,lifetime_gross,theaters,opening,theaters,release_date,genre
293,85,Black Book,SPC,"$4,398,532",193,"$112,521",9,4/4/07,foreign
294,86,The Lunchbox,SPC,"$4,235,151",165,"$44,542",3,2/28/14,foreign
295,87,Antonia's Line(Holland),First,"$4,228,275",73,"$45,051",7,2/2/96,foreign
296,88,Mostly Martha,ParC,"$4,160,475",143,"$40,446",2,8/16/02,foreign
297,89,Ran(Japan),OrionC,"$4,135,750",30,n/a,-,9/27/85,foreign
298,90,The Raid: Redemption,SPC,"$4,105,187",881,"$213,785",14,3/23/12,foreign
299,91,Tie Me Up! Tie Me Down!(Spain),Mira.,"$4,087,361",82,"$65,299",2,5/4/90,foreign
300,92,The Dinner Game(France),Lions,"$4,071,548",67,"$25,520",1,7/9/99,foreign
301,93,"Good Bye, Lenin!(Germany)",SPC,"$4,064,200",125,"$57,968",6,2/27/04,foreign
302,94,My Name is Khan,FoxS,"$4,018,771",125,"$1,944,027",120,2/12/10,foreign
303,95,Ladron Que Roba A Ladron,LGF,"$4,011,254",340,"$1,626,090",340,8/31/07,foreign
304,96,Kagemusha(Japan),Fox,"$4,000,000",-,n/a,-,10/10/80,foreign
305,97,Entre Nous(France),MGM,"$3,974,975",-,n/a,-,1/25/84,foreign
306,98,Of Gods and Men,SPC,"$3,954,651",120,"$308,895",33,2/25/11,foreign
307,99,Manon of the Spring(France),OrionC,"$3,940,542",-,n/a,-,11/5/87,foreign
308,100,L'Auberge Espagnole(France),FoxS,"$3,897,799",100,"$59,315",11,5/16/03,foreign
309,NaN,Captain America: The Winter Soldier,BV,"$259,766,572","3,938","$95,023,721","3,938",4/4/14,thrillerontherun
310,2,The Bourne Ultimatum,Uni.,"$227,471,070","3,701","$69,283,690","3,660",8/3/07,thrillerontherun
311,3,The Fugitive,WB,"$183,875,760","2,425","$23,758,855","2,340",8/6/93,thrillerontherun
312,4,The Bourne Supremacy,Uni.,"$176,241,941","3,304","$52,521,865","3,165",7/23/04,thrillerontherun
313,5,Minority Report,Fox,"$132,072,926","3,001","$35,677,125","3,001",6/21/02,thrillerontherun
314,6,Safe House,Uni.,"$126,373,434","3,121","$40,172,720","3,119",2/10/12,thrillerontherun
315,7,The Bourne Identity,Uni.,"$121,661,683","2,663","$27,118,640","2,638",6/14/02,thrillerontherun
316,8,Total Recall,Sony,"$119,412,921","2,131","$25,533,700","2,060",6/1/90,thrillerontherun
317,9,Salt,Sony,"$118,311,368","3,612","$36,011,243","3,612",7/23/10,thrillerontherun
318,10,Enemy of the State,BV,"$111,549,836","2,517","$20,038,573","2,393",11/20/98,thrillerontherun
319,11,Eagle Eye,P/DW,"$101,440,743","3,614","$29,150,721","3,510",9/26/08,thrillerontherun
320,12,Taken 3,Fox,"$89,256,424","3,594","$39,201,657","3,594",1/9/15,thrillerontherun
321,13,The A-Team,Fox,"$77,222,099","3,544","$25,669,455","3,535",6/11/10,thrillerontherun
322,14,Looper,TriS,"$66,486,205","2,993","$20,801,552","2,992",9/28/12,thrillerontherun
323,15,Total Recall (2012),Sony,"$58,877,969","3,601","$25,577,758","3,601",8/3/12,thrillerontherun
324,16,U.S. Marshals,WB,"$57,167,405","2,817","$16,863,988","2,817",3/6/98,thrillerontherun
325,17,The Net,Sony,"$50,727,965","2,027","$10,037,745","1,906",7/28/95,thrillerontherun
326,18,The Sentinel,Fox,"$36,280,697","2,851","$14,367,854","2,819",4/21/06,thrillerontherun
327,19,Starman,Col.,"$28,744,356","1,271","$2,872,022","1,261",12/14/84,thrillerontherun
328,20,Abduction,LGF,"$28,087,155","3,118","$10,925,253","3,118",9/23/11,thrillerontherun
329,21,Three Days of the Condor,Par.,"$27,476,252",-,n/a,-,9/24/75,thrillerontherun
330,22,Machete,Fox,"$26,593,646","2,678","$11,416,164","2,670",9/3/10,thrillerontherun
331,23,Premium Rush,Sony,"$20,275,446","2,255","$6,030,164","2,255",8/24/12,thrillerontherun
332,24,Freejack,WB,"$17,129,026","1,560","$6,736,243","1,551",1/17/92,thrillerontherun
333,25,Drive Angry,Sum.,"$10,721,033","2,290","$5,187,625","2,290",2/25/11,thrillerontherun
334,26,The Chase,Fox,"$7,924,955","1,633","$3,421,028","1,633",3/4/94,thrillerontherun
335,27,Most Wanted,NL,"$6,391,946","2,098","$2,836,490","2,098",10/10/97,thrillerontherun
336,28,The Company You Keep,SPC,"$5,133,027",807,"$131,718",5,4/5/13,thrillerontherun
337,29,Run,BV,"$4,409,328","1,175","$2,222,056","1,173",2/1/91,thrillerontherun
338,-,A Lonely Place for Dying,HM,n/a,1,n/a,1,8/24/12,thrillerontherun
339,-,Road to Juarez,RTJ,n/a,10,n/a,10,4/24/15,thrillerontherun
340,-,7 Minutes,SM,n/a,-,n/a,-,6/26/15,thrillerontherun
341,NaN,The Matrix Reloaded,WB,"$281,576,461","3,603","$91,774,413","3,603",5/15/03,virtualreality
342,2,Tron Legacy,BV,"$172,062,763","3,451","$44,026,211","3,451",12/17/10,virtualreality
343,3,The Matrix,WB,"$171,479,930","2,903","$27,788,331","2,849",3/31/99,virtualreality
344,4,The Matrix Revolutions,WB,"$139,313,948","3,502","$48,475,154","3,502",11/5/03,virtualreality
345,5,Spy Kids 3D: Game Over,Dim.,"$111,761,982","3,388","$33,417,739","3,344",7/25/03,virtualreality
346,6,Vanilla Sky,Par.,"$100,618,344","2,842","$25,015,518","2,742",12/14/01,virtualreality
347,7,Tron,BV,"$33,000,000","1,112","$4,761,795","1,091",7/9/82,virtualreality
348,8,The Lawnmower Man,NL,"$32,100,816","1,318","$7,751,971","1,276",3/6/92,virtualreality
349,9,Virtuosity,Par.,"$24,047,675","2,012","$8,309,869","2,012",8/4/95,virtualreality
350,10,Johnny Mnemonic,Sony,"$19,075,720","2,035","$6,033,850","2,030",5/26/95,virtualreality
351,11,The Thirteenth Floor,Sony,"$11,916,661","1,815","$3,322,416","1,815",5/28/99,virtualreality
352,12,Brainstorm,MGM,"$10,219,460",498,"$1,196,965",169,9/30/83,virtualreality
353,13,Strange Days,Fox,"$7,959,291","1,691","$31,062",1,10/6/95,virtualreality
354,14,Hackers,MGM,"$7,563,728","1,812","$3,173,101","1,812",9/15/95,virtualreality
355,15,Brainscan,Triu,"$4,352,094","1,221","$1,725,000","1,221",4/22/94,virtualreality
356,16,eXistenZ,Mira.,"$2,856,712",256,"$810,262",256,4/23/99,virtualreality
357,17,Lawnmower Man 2: Beyond Cyberspace,NL,"$2,409,225","1,589","$1,428,658","1,589",1/12/96,virtualreality
358,18,Open Your Eyes,Art.,"$370,720",34,"$38,289",10,4/16/99,virtualreality
359,19,Virtual Sexuality,Sony,"$74,007",101,"$43,865",101,12/3/99,virtualreality
360,NaN,Meet the Fockers,Uni.,"$279,261,160","3,554","$46,120,980","3,518",12/22/04,comedysequel
361,2,The Hangover Part II,WB,"$254,464,305","3,675","$85,946,294","3,615",5/26/11,comedysequel
362,3,Rush Hour 2,NL,"$226,164,286","3,118","$67,408,222","3,118",8/3/01,comedysequel
363,4,Austin Powers: The Spy Who Shagged Me,NL,"$206,040,086","3,314","$54,917,604","3,312",6/11/99,comedysequel
364,5,22 Jump Street,Sony,"$191,719,337","3,426","$57,071,445","3,306",6/13/14,comedysequel
365,6,Men in Black II,Sony,"$190,418,803","3,641","$52,148,751","3,557",7/3/02,comedysequel
366,7,Pitch Perfect 2,Uni.,"$184,296,230","3,660","$69,216,890","3,473",5/15/15,comedysequel
367,8,Night at the Museum: Battle of the Smithsonian,Fox,"$177,243,721","4,101","$54,173,286","4,096",5/22/09,comedysequel
368,9,Home Alone 2: Lost in New York,Fox,"$173,585,516","2,461","$31,126,882","2,222",11/20/92,comedysequel
369,10,Beverly Hills Cop II,Par.,"$153,665,036","2,326","$26,348,555","2,326",5/20/87,comedysequel
370,11,Lethal Weapon 2,WB,"$147,253,986","1,830","$20,388,800","1,803",7/7/89,comedysequel
371,12,American Pie 2,Uni.,"$145,103,595","3,157","$45,117,985","3,063",8/10/01,comedysequel
372,13,The Santa Clause 2,BV,"$139,236,327","3,352","$29,008,696","3,350",11/1/02,comedysequel
373,14,Bad Boys II,Sony,"$138,608,444","3,202","$46,522,560","3,186",7/18/03,comedysequel
374,15,Grown Ups 2,Sony,"$133,668,525","3,491","$41,508,572","3,491",7/12/13,comedysequel
375,16,Anchorman 2: The Legend Continues,Par.,"$127,352,707","3,507","$26,232,425","3,507",12/18/13,comedysequel
376,17,Ocean's Twelve,WB,"$125,544,280","3,290","$39,153,380","3,290",12/10/04,comedysequel
377,18,The Nutty Professor II: The Klumps,Uni.,"$123,309,890","3,251","$42,518,830","3,242",7/28/00,comedysequel
378,19,Back to the Future Part II,Uni.,"$118,450,002","2,107","$27,835,125","1,865",11/22/89,comedysequel
379,20,Dr. Dolittle 2,Fox,"$112,952,899","3,053","$25,037,039","3,049",6/22/01,comedysequel
380,21,Ghostbusters II,Col.,"$112,494,738","2,410","$29,472,894","2,410",6/16/89,comedysequel
381,22,Crocodile Dundee II,Par.,"$109,306,210","2,837","$24,462,976","2,837",5/25/88,comedysequel
382,23,Ace Ventura: When Nature Calls,WB,"$108,385,533","2,705","$37,804,076","2,652",11/10/95,comedysequel
383,24,Charlie's Angels: Full Throttle,Sony,"$100,830,111","3,485","$37,634,221","3,459",6/27/03,comedysequel
384,25,Evan Almighty,Uni.,"$100,462,298","3,636","$31,192,615","3,604",6/22/07,comedysequel
385,26,Sex and the City 2,WB (NL),"$95,347,692","3,445","$31,001,870","3,445",5/27/10,comedysequel
386,27,Ride Along 2,Uni.,"$90,862,685","3,192","$35,243,095","3,175",1/15/16,comedysequel
387,28,Tyler Perry's Madea Goes to Jail,LGF,"$90,508,336","2,203","$41,030,947","2,032",2/20/09,comedysequel
388,29,"Legally Blonde 2: Red, White and Blonde",MGM,"$90,186,328","3,375","$22,220,670","3,350",7/2/03,comedysequel
389,30,The Naked Gun 2 1/2: The Smell of Fear,Par.,"$86,930,411","2,378","$20,817,139","2,378",6/28/91,comedysequel
390,31,Dumb and Dumber To,Uni.,"$86,208,010","3,188","$36,111,775","3,154",11/14/14,comedysequel
391,32,Cheaper by the Dozen 2,Fox,"$82,571,173","3,211","$9,309,387","3,175",12/21/05,comedysequel
392,33,Ted 2,Uni.,"$81,476,385","3,448","$33,507,870","3,442",6/26/15,comedysequel
393,34,Another 48 HRS.,Par.,"$80,818,974","2,721","$19,475,559","2,721",6/8/90,comedysequel
394,35,Teenage Mutant Ninja Turtles II,NL,"$78,656,813","2,868","$20,030,473","2,868",3/22/91,comedysequel
395,36,Father of the Bride Part II,BV,"$76,594,107","2,148","$11,134,978","1,949",12/8/95,comedysequel
396,37,The Jewel of the Nile,Fox,"$75,973,200","1,490","$6,645,455","1,106",12/13/85,comedysequel
397,38,Jackass: Number Two,Par.,"$72,778,712","3,063","$29,002,002","3,059",9/22/06,comedysequel
398,39,Three Men and a Little Lady,BV,"$71,609,321","1,614","$13,774,642","1,281",11/21/90,comedysequel
399,40,Grumpier Old Men,WB,"$71,518,503","2,037","$7,797,185","1,995",12/22/95,comedysequel
400,41,Scary Movie 2,Mira.,"$71,308,997","3,220","$20,503,356","3,220",7/4/01,comedysequel
401,42,Paul Blart: Mall Cop 2,Sony,"$71,038,190","3,633","$23,762,435","3,633",4/17/15,comedysequel
402,43,Big Momma's House 2,Fox,"$70,165,972","3,261","$27,736,056","3,261",1/27/06,comedysequel
403,44,Smokey and the Bandit II,Uni.,"$66,132,626",-,"$10,883,835","1,196",8/15/80,comedysequel
404,45,Think Like a Man Too,SGem,"$65,182,182","2,225","$29,241,911","2,225",6/20/14,comedysequel
405,46,Barbershop 2: Back in Business,MGM,"$65,111,277","2,711","$24,241,612","2,711",2/6/04,comedysequel
406,47,Stuart Little 2,Sony,"$64,956,806","3,282","$15,115,152","3,255",7/19/02,comedysequel
407,48,Shanghai Knights,BV,"$60,476,872","2,755","$19,603,630","2,753",2/7/03,comedysequel
408,49,My Big Fat Greek Wedding 2,Uni.,"$59,689,605","3,179","$17,861,950","3,133",3/25/16,comedysequel
409,50,"Honey, I Blew Up the Kid",BV,"$58,662,452","2,429","$11,083,318","2,311",7/17/92,comedysequel
410,51,Next Friday,NL,"$57,328,603","1,420","$14,465,156","1,103",1/12/00,comedysequel
411,52,Be Cool,MGM,"$56,046,979","3,216","$23,450,212","3,216",3/4/05,comedysequel
412,53,Police Academy 2: Their First Assignment,WB,"$55,600,000","1,613","$10,675,896","1,613",3/29/85,comedysequel
413,54,Neighbors 2: Sorority Rising,Uni.,"$55,209,020","3,416","$21,760,405","3,384",5/20/16,comedysequel
414,55,Horrible Bosses 2,WB,"$54,445,357","3,400","$15,457,418","3,375",11/26/14,comedysequel
415,56,Beethoven's 2nd,Uni.,"$53,443,066","2,048","$6,017,225","2,026",12/17/93,comedysequel
416,57,Red 2,LG/S,"$53,262,560","3,016","$18,048,422","3,016",7/19/13,comedysequel
417,58,Muppets Most Wanted,BV,"$51,183,113","3,194","$17,005,126","3,194",3/21/14,comedysequel
418,59,Are We Done Yet?,SonR,"$49,662,533","2,944","$14,262,724","2,877",4/4/07,comedysequel
419,60,European Vacation,WB,"$49,364,621","1,547","$12,329,627","1,546",7/26/85,comedysequel
420,61,Addams Family Values,Par.,"$48,919,043","2,577","$14,117,545","2,577",11/19/93,comedysequel
421,62,Miss Congeniality 2: Armed and Fabulous,WB,"$48,478,006","3,233","$14,043,215","3,233",3/24/05,comedysequel
422,63,Wayne's World 2,Par.,"$48,197,805","2,400","$13,516,699","2,400",12/10/93,comedysequel
423,64,Look Who's Talking Too,TriS,"$47,789,074","1,647","$8,100,640","1,576",12/14/90,comedysequel
424,65,D2: The Mighty Ducks,BV,"$45,610,410","2,223","$10,356,748","2,182",3/25/94,comedysequel
425,66,City Slickers II: The Legend of Curly's Gold,Col.,"$43,622,150","2,243","$11,516,375","2,243",6/10/94,comedysequel
426,67,Gremlins 2: The New Batch,WB,"$41,482,207","2,155","$9,702,804","2,075",6/15/90,comedysequel
427,68,Bridget Jones: The Edge of Reason,Uni.,"$40,226,215","2,473","$8,684,055",530,11/12/04,comedysequel
428,69,Hot Shots! Part Deux,Fox,"$38,922,972","2,140","$10,250,661","2,122",5/21/93,comedysequel
429,70,Herbie Rides Again,Dis.,"$38,229,000",-,n/a,-,6/6/74,comedysequel
430,71,Harold and Kumar Escape from Guantanamo Bay,WB (NL),"$38,108,728","2,545","$14,908,404","2,510",4/25/08,comedysequel
431,72,Bill and Ted's Bogus Journey,Orion,"$38,037,513","1,649","$10,241,268","1,620",7/19/91,comedysequel
432,73,The Pink Panther 2,Sony,"$35,922,978","3,245","$11,588,150","3,243",2/6/09,comedysequel
433,74,Fletch Lives,Uni.,"$35,150,960","1,512","$8,045,760","1,479",3/17/89,comedysequel
434,75,Porky's II: The Next Day,Fox,"$33,759,266","1,564","$7,054,988","1,511",6/24/83,comedysequel
435,76,Mr. Bean's Holiday,Uni.,"$33,302,167","1,778","$9,889,780","1,714",8/24/07,comedysequel
436,77,The Second Best Exotic Marigold Hotel,FoxS,"$33,078,266","2,022","$8,540,370","1,573",3/6/15,comedysequel
437,78,Analyze That,WB,"$32,130,627","2,635","$11,034,422","2,635",12/6/02,comedysequel
438,79,The Great Muppet Caper,Uni.,"$31,206,251",-,"$2,968,990",73,6/26/81,comedysequel
439,80,Major League II,WB,"$30,626,182","2,167","$7,040,777","2,167",4/1/94,comedysequel
440,81,Revenge of the Nerds II: Nerds in Paradise,Fox,"$30,063,289","1,358","$7,900,879","1,351",7/10/87,comedysequel
441,82,Zoolander 2,Par.,"$28,848,693","3,418","$13,841,146","3,394",2/12/16,comedysequel
442,83,Kick-Ass 2,Uni.,"$28,795,985","2,945","$13,332,955","2,940",8/16/13,comedysequel
443,84,Cannonball Run II,WB,"$28,078,073","1,845","$8,323,948","1,778",6/29/84,comedysequel
444,85,Airplane II: The Sequel,Par.,"$27,150,534","1,300","$5,329,208","1,150",12/10/82,comedysequel
445,86,Problem Child 2,Uni.,"$25,104,700","1,500","$5,372,880","1,464",7/5/91,comedysequel
446,87,Clerks II,MGM/W,"$24,148,068","2,150","$10,061,132","2,150",7/21/06,comedysequel
447,88,Deuce Bigalow: European Gigolo,Sony,"$22,400,154","3,127","$9,626,287","3,127",8/12/05,comedysequel
448,89,Short Circuit 2,TriS,"$21,630,088","1,348","$3,843,067","1,346",7/8/88,comedysequel
449,90,A Very Brady Sequel,Par.,"$21,440,752","2,147","$7,052,045","2,147",8/23/96,comedysequel
450,91,House Party 2,NL,"$19,438,638","1,185","$6,027,105","1,165",10/25/91,comedysequel
451,92,The Odd Couple II,Par.,"$18,912,328","1,852","$4,810,288","1,650",4/10/98,comedysequel
452,93,Babe: Pig in the City,Uni.,"$18,319,860","2,387","$6,162,640","2,384",11/27/98,comedysequel
453,94,Son of the Mask,NL,"$17,018,422","2,966","$7,511,675","2,966",2/18/05,comedysequel
454,95,The Whole Ten Yards,WB,"$16,328,471","2,654","$6,685,381","2,654",4/9/04,comedysequel
455,96,Big Top Pee-Wee,Par.,"$15,122,324","1,256","$4,625,004","1,256",7/22/88,comedysequel
456,97,Arthur 2: On the Rocks,WB,"$14,681,192","1,426","$5,150,962","1,426",7/8/88,comedysequel
457,98,"Oh, God! Book II",WB,"$14,504,277",-,"$3,439,846","1,033",10/3/80,comedysequel
458,99,Blues Brothers 2000,Uni.,"$14,051,384","2,516","$6,129,615","2,507",2/6/98,comedysequel
459,100,Weekend at Bernie's II,TriS,"$12,741,891","1,358","$4,004,668","1,334",7/9/93,comedysequel
460,NaN,My Big Fat Greek Wedding,IFC,"$241,438,208","2,016","$597,362",108,4/19/02,cinderella
461,2,Cinderella (2015),BV,"$201,151,353","3,848","$67,877,361","3,845",3/13/15,cinderella
462,3,Pretty Woman,BV,"$178,406,268","1,811","$11,280,591","1,325",3/23/90,cinderella
463,4,The Devil Wears Prada,Fox,"$124,740,460","2,882","$27,537,244","2,847",6/30/06,cinderella
464,5,The Princess Diaries,BV,"$108,248,956","2,749","$22,862,269","2,537",8/3/01,cinderella
465,6,Miss Congeniality,WB,"$106,807,667","2,668","$10,046,534","2,668",12/22/00,cinderella
466,7,The Princess Diaries 2: Royal Engagement,BV,"$95,170,481","3,490","$22,956,453","3,472",8/11/04,cinderella
467,8,Maid in Manhattan,SonR,"$94,011,225","3,050","$18,711,407","2,838",12/13/02,cinderella
468,9,Ever After: A Cinderella Story,Fox,"$65,705,771","2,067","$8,526,904","1,767",7/31/98,cinderella
469,10,She's All That,Mira.,"$63,366,989","2,654","$16,065,430","2,222",1/29/99,cinderella
470,11,13 Going on 30,SonR,"$57,231,747","3,453","$21,054,283","3,438",4/23/04,cinderella
471,12,Sabrina,Par.,"$53,672,080","1,976","$5,563,259","1,821",12/15/95,cinderella
472,13,A Cinderella Story,WB,"$51,438,175","2,625","$13,623,350","2,625",7/16/04,cinderella
473,14,Miss Congeniality 2: Armed and Fabulous,WB,"$48,478,006","3,233","$14,043,215","3,233",3/24/05,cinderella
474,15,The Lizzie McGuire Movie,BV,"$42,734,455","2,825","$17,338,755","2,825",5/2/03,cinderella
475,16,The Prince and Me,Par.,"$28,176,497","2,711","$9,406,378","2,682",4/2/04,cinderella
476,17,Ice Princess,BV,"$24,402,491","2,501","$6,807,471","2,501",3/18/05,cinderella
477,18,Ella Enchanted,Mira.,"$22,918,387","2,149","$6,169,030","1,931",4/9/04,cinderella
478,19,Dirty Love,First,"$36,099",44,"$23,281",44,9/23/05,cinderella
479,NaN,Scream,Dim.,"$103,046,663","1,994","$6,354,586","1,413",12/20/96,slasher
480,2,Scream 2,Dim.,"$101,363,301","2,688","$32,926,342","2,663",12/12/97,slasher
481,3,Scream 3,Dim.,"$89,143,175","3,467","$34,713,342","3,467",2/4/00,slasher
482,4,Freddy Vs. Jason,NL,"$82,622,655","3,014","$36,428,066","3,014",8/15/03,slasher
483,5,The Texas Chainsaw Massacre,NL,"$80,571,655","3,018","$28,094,014","3,016",10/17/03,slasher
484,6,I Know What You Did Last Summer,Sony,"$72,586,134","2,524","$15,818,645","2,524",10/17/97,slasher
485,7,Friday the 13th (2009),WB (NL),"$65,002,019","3,105","$40,570,365","3,105",2/13/09,slasher
486,8,A Nightmare on Elm Street (2010),WB (NL),"$63,075,011","3,332","$32,902,299","3,332",4/30/10,slasher
487,9,Halloween (2007),MGM/W,"$58,272,029","3,475","$26,362,367","3,472",8/31/07,slasher
488,10,Halloween: H20,Dim.,"$55,041,738","2,669","$16,187,724","2,607",8/7/98,slasher
489,11,My Bloody Valentine 3-D,LGF,"$51,545,952","2,534","$21,241,456","2,534",1/16/09,slasher
490,12,A Nightmare on Elm Street 4: The Dream Master,NL,"$49,369,899","1,767","$12,833,403","1,765",8/19/88,slasher
491,13,When a Stranger Calls,SGem,"$47,860,214","3,004","$21,607,203","2,999",2/3/06,slasher
492,14,Halloween,CIP,"$47,000,000",-,n/a,-,10/25/78,slasher
493,15,A Nightmare on Elm Street 3: Dream Warriors,NL,"$44,793,222","1,383","$8,880,555","1,343",2/27/87,slasher
494,16,Prom Night (2008),SGem,"$43,869,350","2,821","$20,804,941","2,700",4/11/08,slasher
495,17,I Still Know What You Did Last Summer,Sony,"$40,002,112","2,473","$16,520,038","2,443",11/13/98,slasher
496,18,Friday the 13th (1980),Par.,"$39,754,601",-,"$5,816,321","1,100",5/9/80,slasher
497,19,The Texas Chainsaw Massacre: The Beginning,NL,"$39,517,763","2,820","$18,508,228","2,820",10/6/06,slasher
498,20,Scream 4,W/Dim.,"$38,180,928","3,314","$18,692,090","3,305",4/15/11,slasher
499,21,Urban Legend,Sony,"$38,072,438","2,257","$10,515,444","2,257",9/25/98,slasher
500,22,Friday the 13th Part III,Par.,"$36,690,067","1,079","$9,406,522","1,079",8/13/82,slasher
501,23,Freddy's Dead: The Final Nightmare,NL,"$34,872,033","1,862","$12,966,525","1,862",9/13/91,slasher
502,24,Psycho II,Uni.,"$34,725,000","1,488","$8,310,244","1,448",6/3/83,slasher
503,25,Texas Chainsaw 3D,LGF,"$34,341,945","2,659","$21,744,470","2,654",1/4/13,slasher
504,26,Halloween II (2009),W/Dim.,"$33,392,973","3,088","$16,349,565","3,025",8/28/09,slasher
505,27,Child's Play,UA,"$33,244,684","1,490","$6,583,963","1,377",11/11/88,slasher
506,28,Friday the 13th: Final Chapter,Par.,"$32,980,880","1,600","$11,183,148","1,594",4/13/84,slasher
507,29,Bride of Chucky,Uni.,"$32,383,850","2,467","$11,830,855","2,412",10/16/98,slasher
508,30,House of Wax,WB,"$32,064,800","3,111","$12,077,236","3,111",5/6/05,slasher
509,31,Halloween: Resurrection,Dim.,"$30,354,442","2,094","$12,292,121","1,954",7/12/02,slasher
510,32,A Nightmare on Elm Street 2: Freddy's Revenge,NL,"$29,999,213",614,"$2,865,475",522,11/1/85,slasher
511,33,Child's Play 2,Uni.,"$28,501,605","2,017","$10,718,520","1,996",11/9/90,slasher
512,34,Candyman,TriS,"$25,792,310","1,500","$5,404,320","1,251",10/16/92,slasher
513,35,Halloween II,Uni.,"$25,533,818",-,"$7,446,508","1,211",10/30/81,slasher
514,36,A Nightmare on Elm Street,NL,"$25,504,513",380,"$1,271,000",165,11/9/84,slasher
515,37,A Nightmare on Elm Street 5: The Dream Child,NL,"$22,168,359","1,902","$8,115,176","1,902",8/11/89,slasher
516,38,Friday the 13th - Part V,Par.,"$21,930,418","1,759","$8,032,883","1,759",3/22/85,slasher
517,39,Friday the 13th Part 2,Par.,"$21,722,776",-,"$6,429,784","1,350",4/30/81,slasher
518,40,Urban Legends: Final Cut,Sony,"$21,468,807","2,539","$8,505,513","2,539",9/22/00,slasher
519,41,Psycho (1998),Uni.,"$21,456,130","2,489","$10,031,850","2,477",12/4/98,slasher
520,42,When a Stranger Calls,Col.,"$21,411,158",-,n/a,-,9/28/79,slasher
521,43,Valentine,WB,"$20,384,136","2,310","$10,024,648","2,310",2/2/01,slasher
522,44,Friday the 13th Part VI,Par.,"$19,472,057","1,610","$6,750,837","1,610",8/1/86,slasher
523,45,Friday the 13th Part VII,Par.,"$19,170,001","1,796","$8,245,038","1,796",5/13/88,slasher
524,46,Wes Craven's New Nightmare,NL,"$18,090,181","1,873","$6,667,118","1,850",10/14/94,slasher
525,47,Halloween 4: The Return of Michael Myers,Gal.,"$17,768,757","1,692","$6,831,250","1,679",10/21/88,slasher
526,48,Seed of Chucky,Rog.,"$17,083,732","2,062","$8,774,520","2,061",11/12/04,slasher
527,49,Shocker,Uni.,"$16,554,699","1,795","$4,510,990","1,783",10/27/89,slasher
528,50,The Hitcher (2007),Rog.,"$16,472,961","2,836","$7,818,239","2,831",1/19/07,slasher
529,51,Black Christmas (2006),MGM/W,"$16,273,581","1,544","$3,723,364","1,544",12/25/06,slasher
530,52,Jason Goes to Hell: The Final Friday,NL,"$15,935,068","1,355","$7,552,190","1,355",8/13/93,slasher
