,Airline Name,Airports,Cities,Distance,Average Delay (min),Variance of Delays (min),Overall,Cabin,Entertainment,Wifi,Food/Beverage,Bang for Buck,Topics Extract,url,for_html
1088,JetBlue Airways,"('DFW', 'BOS')","('Dallas/Fort Worth, TX', 'Boston, MA')",1562,1.6,46.7,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1089,JetBlue Airways,"('DTW', 'BOS')","('Detroit, MI', 'Boston, MA')",632,1.6,70.7,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1090,JetBlue Airways,"('DTW', 'FLL')","('Detroit, MI', 'Fort Lauderdale, FL')",1127,1.2,123.5,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1091,JetBlue Airways,"('EWR', 'BOS')","('Newark, NJ', 'Boston, MA')",200,2.6,213.5,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1092,JetBlue Airways,"('EWR', 'FLL')","('Newark, NJ', 'Fort Lauderdale, FL')",1065,6.0,455.2,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1093,JetBlue Airways,"('EWR', 'MCO')","('Newark, NJ', 'Orlando, FL')",937,5.4,407.1,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1094,JetBlue Airways,"('EWR', 'PBI')","('Newark, NJ', 'West Palm Beach/Palm Beach, FL')",1023,8.3,562.5,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1095,JetBlue Airways,"('EWR', 'RSW')","('Newark, NJ', 'Fort Myers, FL')",1068,7.2,814.8,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1096,JetBlue Airways,"('EWR', 'SJU')","('Newark, NJ', 'San Juan, PR')",1608,5.6,243.6,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1097,JetBlue Airways,"('EWR', 'TPA')","('Newark, NJ', 'Tampa, FL')",997,7.9,669.2,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1098,JetBlue Airways,"('FLL', 'ALB')","('Fort Lauderdale, FL', 'Albany, NY')",1204,4.3,211.8,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1099,JetBlue Airways,"('FLL', 'AUS')","('Fort Lauderdale, FL', 'Austin, TX')",1105,15.1,1953.6,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1100,JetBlue Airways,"('FLL', 'BDL')","('Fort Lauderdale, FL', 'Hartford, CT')",1173,8.1,954.1,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1101,JetBlue Airways,"('FLL', 'BNA')","('Fort Lauderdale, FL', 'Nashville, TN')",793,4.6,147.7,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1102,JetBlue Airways,"('FLL', 'BOS')","('Fort Lauderdale, FL', 'Boston, MA')",1237,8.3,609.7,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1103,JetBlue Airways,"('FLL', 'BQN')","('Fort Lauderdale, FL', 'Aguadilla, PR')",982,3.5,63.7,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1104,JetBlue Airways,"('FLL', 'BUF')","('Fort Lauderdale, FL', 'Buffalo, NY')",1166,20.4,3593.2,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1105,JetBlue Airways,"('FLL', 'BWI')","('Fort Lauderdale, FL', 'Baltimore, MD')",925,11.5,835.9,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1106,JetBlue Airways,"('FLL', 'CHS')","('Fort Lauderdale, FL', 'Charleston, SC')",470,12.5,2210.2,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1107,JetBlue Airways,"('FLL', 'CLE')","('Fort Lauderdale, FL', 'Cleveland, OH')",1062,7.3,827.9,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1108,JetBlue Airways,"('FLL', 'DCA')","('Fort Lauderdale, FL', 'Washington, DC')",899,7.5,742.3,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1109,JetBlue Airways,"('FLL', 'DTW')","('Fort Lauderdale, FL', 'Detroit, MI')",1127,12.9,741.6,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1110,JetBlue Airways,"('FLL', 'EWR')","('Fort Lauderdale, FL', 'Newark, NJ')",1065,8.4,593.1,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1111,JetBlue Airways,"('FLL', 'HPN')","('Fort Lauderdale, FL', 'White Plains, NY')",1097,10.8,1082.9,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1112,JetBlue Airways,"('FLL', 'JAX')","('Fort Lauderdale, FL', 'Jacksonville, FL')",319,9.5,1052.9,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1113,JetBlue Airways,"('FLL', 'JFK')","('Fort Lauderdale, FL', 'New York, NY')",1069,5.5,338.6,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1114,JetBlue Airways,"('FLL', 'LAS')","('Fort Lauderdale, FL', 'Las Vegas, NV')",2173,7.5,852.2,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1115,JetBlue Airways,"('FLL', 'LAX')","('Fort Lauderdale, FL', 'Los Angeles, CA')",2342,7.1,381.8,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1116,JetBlue Airways,"('FLL', 'LAX')","('Fort Lauderdale, FL', 'Los Angeles, CA')",2342,7.1,229.1,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1117,JetBlue Airways,"('FLL', 'LAX')","('Fort Lauderdale, FL', 'Los Angeles, CA')",2342,7.1,381.8,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1118,JetBlue Airways,"('FLL', 'LAX')","('Fort Lauderdale, FL', 'Los Angeles, CA')",2342,7.1,229.1,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1119,JetBlue Airways,"('FLL', 'LAX')","('Fort Lauderdale, FL', 'Los Angeles, CA')",2343,4.4,381.8,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1120,JetBlue Airways,"('FLL', 'LAX')","('Fort Lauderdale, FL', 'Los Angeles, CA')",2343,4.4,229.1,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1121,JetBlue Airways,"('FLL', 'LAX')","('Fort Lauderdale, FL', 'Los Angeles, CA')",2343,4.4,381.8,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1122,JetBlue Airways,"('FLL', 'LAX')","('Fort Lauderdale, FL', 'Los Angeles, CA')",2343,4.4,229.1,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1123,JetBlue Airways,"('FLL', 'LGA')","('Fort Lauderdale, FL', 'New York, NY')",1076,6.0,532.1,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1124,JetBlue Airways,"('FLL', 'ORH')","('Fort Lauderdale, FL', 'Worcester, MA')",1211,6.6,1361.0,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1125,JetBlue Airways,"('FLL', 'PHL')","('Fort Lauderdale, FL', 'Philadelphia, PA')",992,9.4,983.9,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1126,JetBlue Airways,"('FLL', 'PIT')","('Fort Lauderdale, FL', 'Pittsburgh, PA')",994,9.0,344.4,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1127,JetBlue Airways,"('FLL', 'PVD')","('Fort Lauderdale, FL', 'Providence, RI')",1188,5.2,329.2,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1128,JetBlue Airways,"('FLL', 'RDU')","('Fort Lauderdale, FL', 'Raleigh/Durham, NC')",680,6.1,227.2,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1129,JetBlue Airways,"('FLL', 'RIC')","('Fort Lauderdale, FL', 'Richmond, VA')",805,8.7,1567.4,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1130,JetBlue Airways,"('FLL', 'SAN')","('Fort Lauderdale, FL', 'San Diego, CA')",2269,6.5,442.1,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1131,JetBlue Airways,"('FLL', 'SFO')","('Fort Lauderdale, FL', 'San Francisco, CA')",2584,4.7,284.4,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1132,JetBlue Airways,"('FLL', 'SJU')","('Fort Lauderdale, FL', 'San Juan, PR')",1046,5.1,325.9,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1133,JetBlue Airways,"('FLL', 'SWF')","('Fort Lauderdale, FL', 'Newburgh/Poughkeepsie, NY')",1118,8.4,637.0,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1134,JetBlue Airways,"('FLL', 'SYR')","('Fort Lauderdale, FL', 'Syracuse, NY')",1197,5.1,795.1,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1135,JetBlue Airways,"('HOU', 'BOS')","('Houston, TX', 'Boston, MA')",1609,5.3,399.0,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
1136,JetBlue Airways,"('HOU', 'JFK')","('Houston, TX', 'New York, NY')",1428,3.1,72.5,7.2,3.5,3.4,4.1,3.2,3.5,"snacks/drinks,legroom, free wifi, direct tv, helpful","<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">","('<img src=http://www.jetblue.com/img/sofly/firstfin.gif""style=width: 80%; height: 80%/"">', 'snacks/drinks,legroom, free wifi, direct tv, helpful')"
